time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,0.0,0,-16.656011,-49.384924,831.8,62,0
1,0,1,0.0,0.0,0,-16.656012,-49.384926,831.8,63,0
2,0,1,1.55,0.63,0,-16.656011,-49.38494,831.8,67,0
3,0,1,4.17,0.92,0,-16.656009,-49.384962,831.8,73,0
4,0,1,7.11,1.59,0,-16.656005,-49.384991,831.8,77,0
5,0,1,10.28,2.3,0,-16.656,-49.385025,831.7,80,0
6,0,1,13.66,2.87,1,-16.655994,-49.385061,831.7,83,9
7,0,1,17.2,3.37,1,-16.655986,-49.385098,831.6,83,3
8,0,1,20.88,3.7,1,-16.655977,-49.385135,831.6,83,3
9,0,1,24.7,3.96,2,-16.655967,-49.385173,831.6,85,3
10,0,1,28.64,4.17,2,-16.655957,-49.38521,831.6,86,3
11,0,1,32.61,4.17,2,-16.655947,-49.385248,831.5,89,2
12,0,1,36.63,4.17,2,-16.655937,-49.385286,831.5,90,3
13,0,1,40.68,4.13,3,-16.655927,-49.385323,831.5,93,3
14,0,1,44.74,4.1,3,-16.655918,-49.385361,831.5,95,3
15,0,1,48.81,3.99,3,-16.655909,-49.385398,831.5,98,3
16,0,1,52.89,3.97,4,-16.655901,-49.385436,831.4,99,2
17,0,1,56.99,3.97,4,-16.655893,-49.385473,831.4,101,3
18,0,1,61.13,3.96,4,-16.655886,-49.385511,831.4,103,3
19,0,1,65.3,4.04,5,-16.655879,-49.385548,831.3,106,3
20,0,1,69.49,4.07,5,-16.655872,-49.385585,831.3,110,3
21,0,1,73.71,4.11,5,-16.655865,-49.385622,831.3,112,3
22,0,1,77.93,4.14,6,-16.655858,-49.385659,831.2,113,3
23,0,1,82.15,4.05,6,-16.655852,-49.385696,831.2,114,3
24,0,1,86.37,4.05,6,-16.655845,-49.385733,831.1,117,2
25,0,1,90.59,4.06,7,-16.655839,-49.38577,831.1,118,3
26,0,1,94.81,4.05,7,-16.655832,-49.385806,831.1,119,3
27,0,1,99.03,4.05,7,-16.655825,-49.385843,831.0,121,3
28,0,1,103.25,4.06,8,-16.655819,-49.385879,830.9,121,3
29,0,1,107.46,4.05,8,-16.655812,-49.385915,830.8,122,2
30,0,1,111.68,4.04,8,-16.655805,-49.385951,830.7,122,3
31,0,1,115.89,4.03,8,-16.655798,-49.385987,830.6,123,3
32,0,1,120.11,4.02,9,-16.655791,-49.386023,830.5,124,3
33,0,1,124.32,4.01,9,-16.655784,-49.386059,830.4,129,3
34,0,1,128.54,4.0,9,-16.655778,-49.386095,830.3,130,3
35,0,1,132.75,4.0,10,-16.655771,-49.38613,830.3,131,3
36,0,1,136.96,3.99,10,-16.655764,-49.386166,830.2,132,2
37,0,1,141.17,3.98,10,-16.655757,-49.386201,830.1,133,3
38,0,1,145.38,3.97,11,-16.65575,-49.386236,830.0,137,3
39,0,1,149.59,3.97,11,-16.655743,-49.386271,829.9,145,3
40,0,1,153.8,3.97,11,-16.655736,-49.386307,829.8,151,3
41,0,1,158.01,3.97,12,-16.655729,-49.386342,829.7,154,3
42,0,1,162.22,3.97,12,-16.655722,-49.386377,829.7,152,3
43,0,1,166.43,3.96,12,-16.655715,-49.386411,829.6,154,2
44,0,1,170.64,3.96,13,-16.655708,-49.386446,829.5,157,3
45,0,1,174.85,3.95,13,-16.655702,-49.386481,829.4,157,3
46,0,1,179.05,3.94,13,-16.655695,-49.386516,829.3,157,3
47,0,1,183.26,3.94,14,-16.655688,-49.386551,829.3,158,3
48,0,1,187.46,3.92,14,-16.655682,-49.386586,829.2,158,3
49,0,1,191.67,3.91,14,-16.655675,-49.386621,829.1,157,3
50,0,1,195.87,3.9,15,-16.655669,-49.386655,829.0,156,2
51,0,1,200.72,3.89,15,-16.655662,-49.38669,828.9,155,3
52,0,1,204.92,3.88,15,-16.655656,-49.386725,828.8,155,3
53,0,1,209.18,3.88,16,-16.65565,-49.38676,828.7,155,3
54,0,1,213.34,3.88,16,-16.655643,-49.386795,828.6,155,3
55,0,1,217.39,3.88,16,-16.655637,-49.38683,828.5,155,3
56,0,1,217.39,3.88,16,-16.655631,-49.386864,828.4,156,3
57,0,1,217.39,3.87,16,-16.655625,-49.386899,828.3,156,3
58,0,1,221.27,3.87,17,-16.655618,-49.386934,828.2,155,2
59,0,1,225.31,3.87,17,-16.655612,-49.386969,828.1,157,3
60,0,1,229.42,3.87,17,-16.655606,-49.387004,828.0,158,3
61,0,1,229.42,3.87,17,-16.655599,-49.387039,827.9,160,3
62,0,1,229.42,3.87,17,-16.655593,-49.387074,827.8,159,3
63,0,1,233.29,3.87,18,-16.655586,-49.387109,827.7,159,3
64,0,1,241.23,3.86,18,-16.65558,-49.387145,827.6,159,3
65,0,1,245.1,3.86,18,-16.655573,-49.38718,827.5,158,3
66,0,1,249.16,3.86,19,-16.655567,-49.387215,827.4,158,2
67,0,1,253.79,3.86,19,-16.65556,-49.387251,827.3,159,3
68,0,1,258.01,3.86,19,-16.655553,-49.387286,827.2,158,3
69,0,1,262.27,3.86,20,-16.655546,-49.387321,827.1,159,3
70,0,1,265.29,3.86,20,-16.655539,-49.387357,827.0,160,3
71,0,1,269.57,3.86,20,-16.655532,-49.387393,826.9,160,3
72,0,1,273.8,3.86,21,-16.655524,-49.387428,826.8,160,3
73,0,1,277.02,3.86,21,-16.655517,-49.387464,826.7,160,2
74,0,1,281.0,3.86,21,-16.655509,-49.3875,826.6,161,3
75,0,1,285.04,3.86,22,-16.655502,-49.387536,826.5,160,3
76,0,1,288.83,3.86,22,-16.655494,-49.387572,826.5,161,3
77,0,1,292.99,3.86,22,-16.655486,-49.387607,826.5,160,3
78,0,1,297.38,3.86,22,-16.655478,-49.387643,826.4,161,3
79,0,1,300.43,3.87,23,-16.65547,-49.387679,826.4,161,3
80,0,1,304.57,3.87,23,-16.655462,-49.387714,826.4,162,3
81,0,1,308.85,3.87,23,-16.655454,-49.38775,826.4,162,3
82,0,1,312.46,3.87,24,-16.655446,-49.387785,826.3,161,2
83,0,1,316.51,3.87,24,-16.655438,-49.38782,826.3,161,3
84,0,1,320.33,3.87,24,-16.65543,-49.387855,826.3,161,3
85,0,1,324.16,3.87,25,-16.655422,-49.38789,826.3,161,3
86,0,1,328.21,3.87,25,-16.655414,-49.387924,826.3,161,3
87,0,1,332.14,3.87,25,-16.655406,-49.387958,826.2,161,3
88,0,1,335.11,3.87,25,-16.655398,-49.387993,826.2,161,3
89,0,1,339.2,3.87,26,-16.655391,-49.388027,826.2,161,3
90,0,1,343.27,3.86,26,-16.655383,-49.388061,826.2,161,3
91,0,1,346.17,3.86,26,-16.655376,-49.388095,826.2,162,2
92,0,1,350.32,3.86,27,-16.655368,-49.38813,826.1,162,3
93,0,1,354.37,3.86,27,-16.655361,-49.388164,826.1,163,3
94,0,1,357.85,3.86,27,-16.655354,-49.388199,826.1,163,3
95,0,1,361.91,3.86,27,-16.655347,-49.388234,826.1,163,3
96,0,1,366.03,3.86,28,-16.65534,-49.388269,826.1,163,3
97,0,1,369.29,3.86,28,-16.655334,-49.388305,826.0,163,3
98,0,1,373.25,3.86,28,-16.655327,-49.388341,826.0,163,2
99,0,1,377.38,3.86,29,-16.65532,-49.388377,826.0,164,3
100,0,1,380.56,3.86,29,-16.655313,-49.388413,825.9,163,3
101,0,1,384.85,3.86,29,-16.655305,-49.388449,825.9,163,3
102,0,1,389.0,3.86,30,-16.655297,-49.388484,825.9,163,3
103,0,1,392.22,3.86,30,-16.655288,-49.388518,825.8,163,3
104,0,1,396.22,3.86,30,-16.655278,-49.388552,825.8,163,3
105,0,1,400.1,3.86,30,-16.655267,-49.388586,825.8,162,2
106,0,1,403.96,3.86,31,-16.655256,-49.388619,825.8,163,3
107,0,1,407.89,3.86,31,-16.655244,-49.388651,825.8,163,3
108,0,1,412.01,3.86,31,-16.655232,-49.388684,825.8,164,3
109,0,1,415.03,3.86,32,-16.655219,-49.388717,825.8,164,3
110,0,1,419.05,3.86,32,-16.655207,-49.388749,825.8,164,3
111,0,1,423.03,3.86,32,-16.655194,-49.388782,825.8,164,3
112,0,1,426.15,3.86,32,-16.655181,-49.388815,825.8,164,2
113,0,1,430.18,3.86,33,-16.655167,-49.388847,825.8,165,3
114,0,1,434.43,3.86,33,-16.655154,-49.38888,825.8,164,3
115,0,1,437.48,3.86,33,-16.655141,-49.388913,825.8,165,3
116,0,1,441.55,3.86,34,-16.655127,-49.388945,825.8,164,3
117,0,1,445.57,3.86,34,-16.655114,-49.388978,825.8,163,3
118,0,1,449.27,3.86,34,-16.6551,-49.389011,825.8,164,3
119,0,1,453.2,3.86,35,-16.655087,-49.389044,825.8,164,2
120,0,1,457.19,3.86,35,-16.655074,-49.389077,825.8,164,3
121,0,1,460.49,3.86,35,-16.655061,-49.389111,825.8,166,3
122,0,1,464.8,3.86,35,-16.655049,-49.389144,825.8,165,3
123,0,1,468.97,3.86,36,-16.655036,-49.389177,825.8,168,3
124,0,1,471.81,3.86,36,-16.655024,-49.389211,825.8,169,3
125,0,1,475.79,3.86,36,-16.655013,-49.389244,825.8,171,3
126,0,1,479.67,3.86,37,-16.655002,-49.389277,825.9,172,2
127,0,1,483.61,3.86,37,-16.654991,-49.389309,825.9,172,3
128,0,1,487.49,3.86,37,-16.654981,-49.389342,825.9,173,3
129,0,1,491.21,3.86,38,-16.654972,-49.389374,825.9,172,3
130,0,1,494.64,3.86,38,-16.654963,-49.389406,825.9,171,3
131,0,1,498.47,3.86,38,-16.654954,-49.389439,825.9,171,3
132,0,1,502.42,3.86,38,-16.654946,-49.389471,825.9,171,2
133,0,1,505.03,3.86,39,-16.654937,-49.389505,825.9,173,3
134,0,1,508.94,3.86,39,-16.65493,-49.389538,825.9,174,3
135,0,1,512.8,3.86,39,-16.654922,-49.389572,825.9,174,3
136,0,1,516.11,3.86,39,-16.654915,-49.389606,825.9,173,3
137,0,1,520.19,3.86,40,-16.654907,-49.38964,825.9,173,3
138,0,1,524.15,3.86,40,-16.6549,-49.389675,825.8,173,2
139,0,1,527.39,3.86,40,-16.654893,-49.389709,825.8,169,3
140,0,1,531.24,3.86,41,-16.654887,-49.389744,825.8,169,3
141,0,1,535.28,3.86,41,-16.65488,-49.389778,825.8,169,3
142,0,1,538.66,3.86,41,-16.654873,-49.389812,825.8,170,3
143,0,1,542.67,3.86,42,-16.654867,-49.389846,825.7,171,3
144,0,1,546.53,3.86,42,-16.654861,-49.38988,825.7,171,3
145,0,1,550.12,3.86,42,-16.654854,-49.389914,825.7,171,2
146,0,1,553.69,3.86,42,-16.654848,-49.389947,825.6,171,3
147,0,1,557.37,3.85,43,-16.654841,-49.38998,825.6,170,3
148,0,1,560.93,3.85,43,-16.654835,-49.390012,825.6,167,3
149,0,1,564.72,3.85,43,-16.654829,-49.390045,825.5,167,3
150,0,1,568.52,3.85,44,-16.654822,-49.390077,825.5,166,3
151,0,1,571.25,3.85,44,-16.654816,-49.39011,825.5,165,3
152,0,1,575.11,3.85,44,-16.65481,-49.390142,825.4,165,2
153,0,1,579.06,3.85,44,-16.654803,-49.390175,825.4,164,3
154,0,1,581.85,3.85,45,-16.654797,-49.390208,825.4,163,3
155,0,1,585.67,3.85,45,-16.65479,-49.390241,825.3,164,3
156,0,1,589.43,3.85,45,-16.654783,-49.390274,825.3,164,3
157,0,1,592.79,3.85,45,-16.654777,-49.390307,825.3,165,3
158,0,1,596.61,3.85,46,-16.65477,-49.390341,825.2,164,2
159,0,1,600.59,3.84,46,-16.654763,-49.390374,825.2,164,3
160,0,1,603.72,3.84,46,-16.654756,-49.390408,825.2,165,3
161,0,1,607.72,3.83,47,-16.654749,-49.390443,825.2,165,3
162,0,1,611.67,3.83,47,-16.654742,-49.390477,825.1,165,3
163,0,1,614.85,3.83,47,-16.654735,-49.390511,825.1,165,3
164,0,1,618.78,3.83,48,-16.654728,-49.390546,825.1,167,3
165,0,1,622.58,3.83,48,-16.654721,-49.390581,825.1,166,3
166,0,1,625.95,3.83,48,-16.654714,-49.390615,825.1,167,2
167,0,1,629.97,3.83,48,-16.654707,-49.39065,825.0,166,3
168,0,1,634.14,3.83,49,-16.6547,-49.390684,825.0,165,3
169,0,1,637.21,3.83,49,-16.654693,-49.390719,825.0,166,3
170,0,1,641.16,3.83,49,-16.654686,-49.390753,825.0,166,3
171,0,1,645.02,3.83,50,-16.65468,-49.390787,825.0,166,3
172,0,1,648.94,3.83,50,-16.654673,-49.390821,825.0,165,3
173,0,1,652.96,3.82,50,-16.654666,-49.390855,825.0,166,2
174,0,1,656.83,3.82,50,-16.654659,-49.390889,824.9,166,3
175,0,1,660.14,3.82,51,-16.654652,-49.390922,824.9,165,3
176,0,1,663.73,3.82,51,-16.654646,-49.390955,824.9,164,3
177,0,1,667.45,3.82,51,-16.654639,-49.390988,824.8,164,3
178,0,1,670.89,3.82,52,-16.654632,-49.391021,824.8,162,3
179,0,1,674.74,3.82,52,-16.654625,-49.391053,824.7,161,3
180,0,1,678.74,3.82,52,-16.654618,-49.391086,824.7,161,3
181,0,1,681.44,3.82,52,-16.654611,-49.391119,824.7,162,2
182,0,1,685.23,3.82,53,-16.654605,-49.391153,824.6,163,3
183,0,1,688.95,3.82,53,-16.654598,-49.391186,824.6,163,3
184,0,1,692.43,3.82,53,-16.654591,-49.39122,824.5,163,3
185,0,1,696.46,3.82,54,-16.654585,-49.391253,824.5,164,3
186,0,1,700.37,3.82,54,-16.654578,-49.391287,824.4,166,3
187,0,1,703.2,3.82,54,-16.654571,-49.391321,824.4,165,2
188,0,1,707.2,3.82,54,-16.654565,-49.391354,824.3,167,3
189,0,1,711.03,3.82,55,-16.654558,-49.391388,824.3,168,3
190,0,1,714.39,3.82,55,-16.654552,-49.391422,824.2,168,3
191,0,1,718.14,3.82,55,-16.654545,-49.391455,824.2,168,3
192,0,1,721.86,3.82,56,-16.654538,-49.391488,824.1,169,3
193,0,1,725.35,3.82,56,-16.654532,-49.391522,824.1,169,3
194,0,1,729.16,3.81,56,-16.654525,-49.391554,824.0,169,2
195,0,1,733.02,3.81,56,-16.654518,-49.391587,823.9,168,3
196,0,1,735.8,3.81,57,-16.654512,-49.39162,823.9,167,3
197,0,1,739.77,3.81,57,-16.654505,-49.391653,823.8,168,3
198,0,1,743.57,3.81,57,-16.654498,-49.391685,823.8,169,3
199,0,1,746.68,3.81,58,-16.654491,-49.391718,823.9,169,3
200,0,1,750.48,3.81,58,-16.654485,-49.391751,824.0,170,3
201,0,1,754.34,3.81,58,-16.654478,-49.391783,824.0,172,3
202,0,1,757.59,3.81,58,-16.654471,-49.391816,824.1,171,3
203,0,1,761.49,3.81,59,-16.654464,-49.391849,824.1,171,2
204,0,1,765.13,3.81,59,-16.654458,-49.391882,824.2,171,3
205,0,1,768.23,3.81,59,-16.654451,-49.391915,824.3,170,3
206,0,1,772.08,3.81,60,-16.654444,-49.391948,824.3,169,3
207,0,1,775.8,3.81,60,-16.654438,-49.391981,824.4,169,3
208,0,1,778.63,3.81,60,-16.654431,-49.392015,824.5,169,3
209,0,1,782.48,3.81,60,-16.654425,-49.392049,824.5,168,3
210,0,1,786.52,3.81,61,-16.654418,-49.392082,824.6,168,3
211,0,1,789.33,3.81,61,-16.654412,-49.392116,824.7,168,2
212,0,1,793.23,3.81,61,-16.654405,-49.39215,824.7,169,3
213,0,1,797.18,3.8,61,-16.654399,-49.392184,824.8,169,3
214,0,1,800.65,3.8,62,-16.654393,-49.392218,824.8,169,3
215,0,1,804.61,3.8,62,-16.654387,-49.392252,824.9,170,3
216,0,1,808.41,3.8,62,-16.65438,-49.392286,825.0,168,3
217,0,1,812.03,3.8,63,-16.654374,-49.39232,825.0,169,2
218,0,1,815.95,3.8,63,-16.654368,-49.392353,825.1,168,3
219,0,1,819.85,3.8,63,-16.654362,-49.392387,825.2,169,3
220,0,1,823.19,3.8,64,-16.654356,-49.392421,825.2,168,3
221,0,1,827.14,3.8,64,-16.65435,-49.392455,825.3,167,3
222,0,1,831.18,3.8,64,-16.654344,-49.392488,825.3,166,3
223,0,1,834.17,3.8,64,-16.654338,-49.392522,825.4,166,3
224,0,1,837.91,3.8,65,-16.654332,-49.392555,825.4,165,3
225,0,1,841.66,3.8,65,-16.654326,-49.392588,825.4,164,3
226,0,1,845.29,3.8,65,-16.65432,-49.392621,825.4,163,2
227,0,1,849.21,3.8,66,-16.654314,-49.392654,825.5,163,3
228,0,1,852.9,3.8,66,-16.654308,-49.392686,825.5,163,3
229,0,1,856.2,3.8,66,-16.654302,-49.392719,825.5,163,3
230,0,1,859.75,3.8,66,-16.654297,-49.392751,825.5,163,3
231,0,1,863.29,3.8,67,-16.654291,-49.392783,825.6,163,2
232,0,1,866.6,3.8,67,-16.654285,-49.392814,825.6,163,3
233,0,1,870.29,3.8,67,-16.654279,-49.392846,825.6,164,3
234,0,1,874.07,3.79,68,-16.654273,-49.392878,825.6,165,3
235,0,1,876.54,3.79,68,-16.654267,-49.392909,825.6,164,3
236,0,1,880.32,3.79,68,-16.654261,-49.39294,825.7,163,3
237,0,1,884.04,3.79,68,-16.654255,-49.392972,825.7,163,3
238,0,1,887.0,3.79,69,-16.654249,-49.393003,825.7,163,3
239,0,1,890.51,3.78,69,-16.654242,-49.393034,825.7,165,2
240,0,1,894.15,3.77,69,-16.654236,-49.393066,825.8,164,3
241,0,1,897.42,3.76,69,-16.654229,-49.393097,825.8,164,3
242,0,1,901.01,3.73,70,-16.654222,-49.393129,825.8,163,3
243,0,1,904.69,3.69,70,-16.654215,-49.393161,825.8,163,3
244,0,1,907.64,3.64,70,-16.654208,-49.393192,825.9,162,3
245,0,1,911.31,3.59,70,-16.654201,-49.393224,825.9,161,2
246,0,1,914.91,3.55,71,-16.654194,-49.393256,825.9,162,3
247,0,1,917.98,3.51,71,-16.654187,-49.393288,825.9,159,3
248,0,1,921.65,3.51,71,-16.65418,-49.39332,826.0,158,3
249,0,1,925.38,3.51,72,-16.654173,-49.393352,826.0,158,3
250,0,1,928.23,3.51,72,-16.654166,-49.393385,826.1,158,3
251,0,1,931.99,3.51,72,-16.654159,-49.393417,826.2,158,3
252,0,1,935.95,3.51,72,-16.654152,-49.393449,826.3,159,2
253,0,1,938.8,3.51,73,-16.654145,-49.393482,826.5,159,3
254,0,1,942.7,3.51,73,-16.654139,-49.393514,826.6,157,3
255,0,1,946.72,3.51,73,-16.654132,-49.393547,826.7,157,3
256,0,1,949.66,3.51,74,-16.654126,-49.39358,826.8,157,3
257,0,1,953.66,3.51,74,-16.654119,-49.393612,826.9,156,2
258,0,1,957.31,3.51,74,-16.654113,-49.393645,827.0,155,3
259,0,1,960.74,3.51,74,-16.654107,-49.393678,827.1,156,3
260,0,1,964.46,3.51,75,-16.654101,-49.39371,827.2,156,3
261,0,1,968.11,3.51,75,-16.654094,-49.393742,827.3,155,3
262,0,1,971.31,3.51,75,-16.654088,-49.393775,827.4,155,3
263,0,1,974.75,3.51,76,-16.654081,-49.393807,827.5,154,3
264,0,1,978.31,3.51,76,-16.654075,-49.393839,827.6,154,2
265,0,1,981.5,3.51,76,-16.654068,-49.393871,827.7,154,3
266,0,1,985.16,3.51,76,-16.654062,-49.393902,827.8,153,3
267,0,1,988.97,3.51,77,-16.654055,-49.393934,827.9,155,3
268,0,1,991.53,3.51,77,-16.654048,-49.393965,828.0,153,3
269,0,1,995.17,3.51,77,-16.654041,-49.393996,828.1,153,3
270,0,1,998.76,3.51,77,-16.654035,-49.394027,828.2,153,3
271,0,1,1002.07,3.51,78,-16.654028,-49.394059,828.3,153,2
272,0,1,1005.83,3.51,78,-16.654021,-49.39409,828.4,150,3
273,0,1,1009.59,3.51,78,-16.654015,-49.394121,828.4,150,3
274,0,1,1012.54,3.51,79,-16.654009,-49.394152,828.5,149,3
275,0,1,1016.06,3.51,79,-16.654003,-49.394183,828.6,150,3
276,0,1,1019.63,3.51,79,-16.653997,-49.394214,828.7,151,3
277,0,1,1022.89,3.51,79,-16.653991,-49.394245,828.7,151,2
278,0,1,1026.55,3.51,80,-16.653986,-49.394277,828.8,153,3
279,0,1,1030.19,3.51,80,-16.65398,-49.394308,828.8,154,3
280,0,1,1032.87,3.51,80,-16.653975,-49.39434,828.9,154,3
281,0,1,1036.52,3.51,80,-16.65397,-49.394372,829.0,153,3
282,0,1,1040.24,3.51,81,-16.653965,-49.394403,829.0,156,3
283,0,1,1043.01,3.51,81,-16.653959,-49.394435,829.1,155,2
284,0,1,1046.64,3.51,81,-16.653954,-49.394468,829.1,155,3
285,0,1,1050.21,3.51,82,-16.653948,-49.3945,829.2,155,3
286,0,1,1053.74,3.51,82,-16.653942,-49.394533,829.2,155,3
287,0,1,1057.71,3.51,82,-16.653936,-49.394566,829.3,155,3
288,0,1,1061.75,3.51,82,-16.653929,-49.394599,829.4,156,2
289,0,1,1064.56,3.51,83,-16.653922,-49.394632,829.4,155,3
290,0,1,1068.49,3.51,83,-16.653915,-49.394666,829.5,155,3
291,0,1,1072.2,3.51,83,-16.653908,-49.394699,829.6,157,3
292,0,1,1075.94,3.51,84,-16.6539,-49.394732,829.6,158,3
293,0,1,1079.51,3.51,84,-16.653893,-49.394764,829.7,158,3
294,0,1,1083.0,3.51,84,-16.653886,-49.394795,829.8,158,3
295,0,1,1086.43,3.51,84,-16.653879,-49.394826,829.8,157,2
296,0,1,1089.98,3.51,85,-16.653873,-49.394855,829.9,156,3
297,0,1,1093.37,3.51,85,-16.653867,-49.394885,829.9,156,3
298,0,1,1096.31,3.51,85,-16.653861,-49.394914,830.0,159,2
299,0,1,1099.85,3.51,85,-16.653855,-49.394944,830.1,159,3
300,0,1,1103.46,3.51,86,-16.653849,-49.394974,830.1,157,3
301,0,1,1105.77,3.51,86,-16.653842,-49.395006,830.2,156,3
302,0,1,1109.5,3.51,86,-16.653834,-49.395038,830.2,157,3
303,0,1,1113.44,3.51,87,-16.653827,-49.395071,830.2,158,3
304,0,1,1115.82,3.51,87,-16.65382,-49.395104,830.2,157,3
305,0,1,1119.81,3.51,87,-16.653812,-49.395137,830.3,156,2
306,0,1,1123.62,3.51,87,-16.653805,-49.39517,830.3,155,3
307,0,1,1126.49,3.51,88,-16.653798,-49.395203,830.3,154,3
308,0,1,1130.3,3.51,88,-16.653792,-49.395235,830.3,154,3
309,0,1,1134.06,3.51,88,-16.653785,-49.395267,830.4,155,3
310,0,1,1137.23,3.51,88,-16.653779,-49.395298,830.4,155,3
311,0,1,1140.73,3.51,89,-16.653773,-49.395329,830.4,156,3
312,0,1,1144.43,3.51,89,-16.653766,-49.395361,830.4,156,2
313,0,1,1147.66,3.51,89,-16.65376,-49.395392,830.5,156,3
314,0,1,1151.5,3.51,90,-16.653753,-49.395423,830.5,157,3
315,0,1,1155.34,3.51,90,-16.653746,-49.395455,830.5,156,3
316,0,1,1157.86,3.51,90,-16.653739,-49.395486,830.5,159,3
317,0,1,1161.53,3.51,90,-16.653732,-49.395518,830.6,159,2
318,0,1,1164.96,3.51,91,-16.653725,-49.395549,830.6,160,3
319,0,1,1168.22,3.51,91,-16.653718,-49.395581,830.6,160,3
320,0,1,1171.89,3.51,91,-16.653711,-49.395613,830.6,159,3
321,0,1,1175.52,3.51,92,-16.653704,-49.395644,830.7,159,3
322,0,1,1178.27,3.51,92,-16.653697,-49.395676,830.7,163,3
323,0,1,1182.15,3.51,92,-16.65369,-49.395708,830.7,165,3
324,0,1,1186.0,3.51,92,-16.653683,-49.395739,830.7,166,2
325,0,1,1188.65,3.51,93,-16.653677,-49.395771,830.8,167,3
326,0,1,1192.59,3.51,93,-16.65367,-49.395803,830.8,167,3
327,0,1,1196.53,3.51,93,-16.653664,-49.395835,830.8,166,3
328,0,1,1199.33,3.51,93,-16.653658,-49.395867,830.8,168,3
329,0,1,1203.06,3.51,94,-16.653652,-49.395898,830.8,169,3
330,0,1,1206.75,3.51,94,-16.653645,-49.39593,830.7,169,2
331,0,1,1210.07,3.51,94,-16.653639,-49.395962,830.7,170,3
332,0,1,1213.76,3.51,95,-16.653633,-49.395994,830.7,170,3
333,0,1,1217.29,3.51,95,-16.653627,-49.396026,830.6,170,3
334,0,1,1220.4,3.51,95,-16.65362,-49.396058,830.6,171,3
335,0,1,1224.15,3.51,95,-16.653614,-49.39609,830.6,172,3
336,0,1,1227.99,3.51,96,-16.653607,-49.396122,830.5,172,2
337,0,1,1230.67,3.51,96,-16.6536,-49.396154,830.5,172,3
338,0,1,1234.4,3.51,96,-16.653592,-49.396186,830.5,173,3
339,0,1,1238.14,3.51,96,-16.653585,-49.396218,830.4,174,3
340,0,1,1241.18,3.51,97,-16.653577,-49.39625,830.4,174,3
341,0,1,1244.99,3.51,97,-16.65357,-49.396282,830.4,175,2
342,0,1,1248.54,3.51,97,-16.653562,-49.396314,830.3,174,3
343,0,1,1251.55,3.51,98,-16.653554,-49.396346,830.3,174,3
344,0,1,1255.26,3.51,98,-16.653547,-49.396378,830.3,174,3
345,0,1,1258.85,3.51,98,-16.653539,-49.396411,830.2,173,3
346,0,1,1261.84,3.51,98,-16.653532,-49.396443,830.2,172,2
347,0,1,1265.7,3.51,99,-16.653524,-49.396475,830.1,173,3
348,0,1,1269.57,3.51,99,-16.653517,-49.396508,830.1,173,3
349,0,1,1272.55,3.51,99,-16.653511,-49.39654,830.0,174,3
350,0,1,1276.4,3.5,100,-16.653504,-49.396573,830.0,174,3
351,0,1,1280.33,3.5,100,-16.653498,-49.396605,829.9,174,3
352,0,1,1283.5,3.49,100,-16.653491,-49.396638,829.9,175,3
353,0,1,1287.36,3.49,100,-16.653485,-49.396671,829.8,175,2
354,0,1,1291.15,3.5,101,-16.653479,-49.396703,829.8,175,3
355,0,1,1294.37,3.5,101,-16.653474,-49.396736,829.8,175,3
356,0,1,1298.22,3.5,101,-16.653468,-49.396769,829.8,174,3
357,0,1,1301.82,3.49,102,-16.653462,-49.396802,829.8,174,3
358,0,1,1305.11,3.49,102,-16.653456,-49.396835,829.9,175,3
359,0,1,1308.79,3.49,102,-16.65345,-49.396868,829.9,175,2
360,0,1,1312.51,3.49,102,-16.653444,-49.3969,829.9,174,3
361,0,1,1315.61,3.49,103,-16.653438,-49.396933,829.9,173,3
362,0,1,1319.22,3.49,103,-16.653432,-49.396966,829.9,173,3
363,0,1,1322.98,3.49,103,-16.653426,-49.396999,829.9,173,3
364,0,1,1326.16,3.48,103,-16.65342,-49.397032,829.9,174,3
365,0,1,1330.02,3.48,104,-16.653414,-49.397065,829.9,173,2
366,0,1,1333.87,3.48,104,-16.653407,-49.397098,829.9,173,3
367,0,1,1336.66,3.48,104,-16.653401,-49.397131,829.9,173,3
368,0,1,1340.46,3.48,105,-16.653395,-49.397163,829.9,173,3
369,0,1,1344.33,3.48,105,-16.653388,-49.397196,829.9,174,3
370,0,1,1347.35,3.48,105,-16.653382,-49.397229,829.9,175,2
371,0,1,1351.24,3.49,105,-16.653375,-49.397262,829.9,176,3
372,0,1,1355.24,3.49,106,-16.653369,-49.397295,830.0,176,3
373,0,1,1358.13,3.49,106,-16.653362,-49.397327,830.0,177,3
374,0,1,1361.81,3.49,106,-16.653356,-49.39736,830.0,177,3
375,0,1,1365.83,3.49,107,-16.653349,-49.397393,830.0,176,3
376,0,1,1369.21,3.49,107,-16.653343,-49.397426,830.0,176,3
377,0,1,1373.22,3.49,107,-16.653336,-49.397458,830.0,175,2
378,0,1,1377.0,3.49,107,-16.65333,-49.397491,830.0,175,3
379,0,1,1380.14,3.49,108,-16.653323,-49.397524,830.0,174,3
380,0,1,1384.08,3.49,108,-16.653317,-49.397556,830.0,175,3
381,0,1,1387.8,3.49,108,-16.653311,-49.397589,829.9,174,3
382,0,1,1390.85,3.49,109,-16.653305,-49.397621,829.9,173,2
383,0,1,1394.63,3.5,109,-16.653299,-49.397653,829.9,172,3
